,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,5,inh,100,73,105,inh_5.wav
1,26,inh,100,73,126,inh_26.wav
2,19,harm,0,73,19,harm_19.wav
3,13,inh,100,73,113,inh_13.wav
4,11,harm,0,73,11,harm_11.wav
5,17,harm,0,73,17,harm_17.wav
6,1,inh,100,73,101,inh_1.wav
7,28,harm,0,73,28,harm_28.wav
8,4,inh,100,73,104,inh_4.wav
9,2,inh,100,73,102,inh_2.wav
10,29,inh,100,73,129,inh_29.wav
11,9,harm,0,73,9,harm_9.wav
12,27,inh,100,73,127,inh_27.wav
13,7,inh,100,73,107,inh_7.wav
14,23,inh,100,73,123,inh_23.wav
15,3,inh,100,73,103,inh_3.wav
16,18,harm,0,73,18,harm_18.wav
17,16,inh,100,73,116,inh_16.wav
18,8,harm,0,73,8,harm_8.wav
19,20,harm,0,73,20,harm_20.wav
20,6,inh,100,73,106,inh_6.wav
21,24,harm,0,73,24,harm_24.wav
22,25,harm,0,73,25,harm_25.wav
23,12,harm,0,73,12,harm_12.wav
24,22,harm,0,73,22,harm_22.wav
25,15,harm,0,73,15,harm_15.wav
26,30,harm,0,73,30,harm_30.wav
27,14,inh,100,73,114,inh_14.wav
28,21,inh,100,73,121,inh_21.wav
29,10,harm,0,73,10,harm_10.wav
