,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,13,harm,0,71,13,harm_13.wav
1,10,harm,0,71,10,harm_10.wav
2,29,inh,100,71,129,inh_29.wav
3,22,harm,0,71,22,harm_22.wav
4,5,harm,0,71,5,harm_5.wav
5,30,harm,0,71,30,harm_30.wav
6,20,harm,0,71,20,harm_20.wav
7,11,inh,100,71,111,inh_11.wav
8,2,harm,0,71,2,harm_2.wav
9,17,inh,100,71,117,inh_17.wav
10,16,inh,100,71,116,inh_16.wav
11,18,inh,100,71,118,inh_18.wav
12,25,inh,100,71,125,inh_25.wav
13,6,harm,0,71,6,harm_6.wav
14,7,inh,100,71,107,inh_7.wav
15,23,inh,100,71,123,inh_23.wav
16,4,inh,100,71,104,inh_4.wav
17,15,harm,0,71,15,harm_15.wav
18,19,harm,0,71,19,harm_19.wav
19,12,inh,100,71,112,inh_12.wav
20,9,harm,0,71,9,harm_9.wav
21,21,harm,0,71,21,harm_21.wav
22,24,inh,100,71,124,inh_24.wav
23,26,inh,100,71,126,inh_26.wav
24,28,harm,0,71,28,harm_28.wav
25,3,harm,0,71,3,harm_3.wav
26,14,inh,100,71,114,inh_14.wav
27,27,inh,100,71,127,inh_27.wav
28,1,inh,100,71,101,inh_1.wav
29,8,harm,0,71,8,harm_8.wav
