,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,3,inh,100,77,103,inh_3.wav
1,16,inh,100,77,116,inh_16.wav
2,29,harm,0,77,29,harm_29.wav
3,10,harm,0,77,10,harm_10.wav
4,13,harm,0,77,13,harm_13.wav
5,4,harm,0,77,4,harm_4.wav
6,14,harm,0,77,14,harm_14.wav
7,7,inh,100,77,107,inh_7.wav
8,2,harm,0,77,2,harm_2.wav
9,17,inh,100,77,117,inh_17.wav
10,6,inh,100,77,106,inh_6.wav
11,24,inh,100,77,124,inh_24.wav
12,5,inh,100,77,105,inh_5.wav
13,25,harm,0,77,25,harm_25.wav
14,22,harm,0,77,22,harm_22.wav
15,8,harm,0,77,8,harm_8.wav
16,28,inh,100,77,128,inh_28.wav
17,26,harm,0,77,26,harm_26.wav
18,15,inh,100,77,115,inh_15.wav
19,20,harm,0,77,20,harm_20.wav
20,9,harm,0,77,9,harm_9.wav
21,27,harm,0,77,27,harm_27.wav
22,18,harm,0,77,18,harm_18.wav
23,30,inh,100,77,130,inh_30.wav
24,23,harm,0,77,23,harm_23.wav
25,11,inh,100,77,111,inh_11.wav
26,19,inh,100,77,119,inh_19.wav
27,1,inh,100,77,101,inh_1.wav
28,21,inh,100,77,121,inh_21.wav
29,12,inh,100,77,112,inh_12.wav
