,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,18,harm,0,4,18,harm_18.wav
1,17,inh,100,4,117,inh_17.wav
2,13,inh,100,4,113,inh_13.wav
3,26,harm,0,4,26,harm_26.wav
4,5,inh,100,4,105,inh_5.wav
5,22,inh,100,4,122,inh_22.wav
6,11,harm,0,4,11,harm_11.wav
7,2,harm,0,4,2,harm_2.wav
8,9,inh,100,4,109,inh_9.wav
9,19,inh,100,4,119,inh_19.wav
10,4,inh,100,4,104,inh_4.wav
11,25,harm,0,4,25,harm_25.wav
12,21,harm,0,4,21,harm_21.wav
13,28,inh,100,4,128,inh_28.wav
14,24,inh,100,4,124,inh_24.wav
15,30,harm,0,4,30,harm_30.wav
16,14,inh,100,4,114,inh_14.wav
17,27,inh,100,4,127,inh_27.wav
18,23,harm,0,4,23,harm_23.wav
19,7,inh,100,4,107,inh_7.wav
20,3,harm,0,4,3,harm_3.wav
21,16,inh,100,4,116,inh_16.wav
22,8,harm,0,4,8,harm_8.wav
23,1,harm,0,4,1,harm_1.wav
24,20,inh,100,4,120,inh_20.wav
25,15,harm,0,4,15,harm_15.wav
26,6,inh,100,4,106,inh_6.wav
27,29,harm,0,4,29,harm_29.wav
28,10,harm,0,4,10,harm_10.wav
29,12,harm,0,4,12,harm_12.wav
