,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,9,inh,100,13,109,inh_9.wav
1,23,harm,0,13,23,harm_23.wav
2,6,harm,0,13,6,harm_6.wav
3,2,harm,0,13,2,harm_2.wav
4,3,inh,100,13,103,inh_3.wav
5,21,harm,0,13,21,harm_21.wav
6,16,harm,0,13,16,harm_16.wav
7,15,inh,100,13,115,inh_15.wav
8,4,harm,0,13,4,harm_4.wav
9,13,harm,0,13,13,harm_13.wav
10,26,harm,0,13,26,harm_26.wav
11,27,inh,100,13,127,inh_27.wav
12,7,inh,100,13,107,inh_7.wav
13,18,inh,100,13,118,inh_18.wav
14,10,harm,0,13,10,harm_10.wav
15,29,inh,100,13,129,inh_29.wav
16,11,harm,0,13,11,harm_11.wav
17,24,inh,100,13,124,inh_24.wav
18,22,inh,100,13,122,inh_22.wav
19,17,harm,0,13,17,harm_17.wav
20,25,inh,100,13,125,inh_25.wav
21,28,harm,0,13,28,harm_28.wav
22,12,inh,100,13,112,inh_12.wav
23,8,inh,100,13,108,inh_8.wav
24,19,harm,0,13,19,harm_19.wav
25,14,harm,0,13,14,harm_14.wav
26,20,harm,0,13,20,harm_20.wav
27,5,inh,100,13,105,inh_5.wav
28,1,inh,100,13,101,inh_1.wav
29,30,inh,100,13,130,inh_30.wav
