,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,27,harm,0,49,27,harm_27.wav
1,30,inh,100,49,130,inh_30.wav
2,13,inh,100,49,113,inh_13.wav
3,5,inh,100,49,105,inh_5.wav
4,6,inh,100,49,106,inh_6.wav
5,4,inh,100,49,104,inh_4.wav
6,3,harm,0,49,3,harm_3.wav
7,10,harm,0,49,10,harm_10.wav
8,26,harm,0,49,26,harm_26.wav
9,15,harm,0,49,15,harm_15.wav
10,11,inh,100,49,111,inh_11.wav
11,8,harm,0,49,8,harm_8.wav
12,22,inh,100,49,122,inh_22.wav
13,18,inh,100,49,118,inh_18.wav
14,29,harm,0,49,29,harm_29.wav
15,1,inh,100,49,101,inh_1.wav
16,16,inh,100,49,116,inh_16.wav
17,2,harm,0,49,2,harm_2.wav
18,17,harm,0,49,17,harm_17.wav
19,9,inh,100,49,109,inh_9.wav
20,28,inh,100,49,128,inh_28.wav
21,20,harm,0,49,20,harm_20.wav
22,25,harm,0,49,25,harm_25.wav
23,21,inh,100,49,121,inh_21.wav
24,7,inh,100,49,107,inh_7.wav
25,19,harm,0,49,19,harm_19.wav
26,24,harm,0,49,24,harm_24.wav
27,12,inh,100,49,112,inh_12.wav
28,14,harm,0,49,14,harm_14.wav
29,23,harm,0,49,23,harm_23.wav
