,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,11,harm,0,43,11,harm_11.wav
1,2,inh,100,43,102,inh_2.wav
2,30,inh,100,43,130,inh_30.wav
3,7,harm,0,43,7,harm_7.wav
4,28,inh,100,43,128,inh_28.wav
5,20,inh,100,43,120,inh_20.wav
6,1,harm,0,43,1,harm_1.wav
7,3,harm,0,43,3,harm_3.wav
8,10,inh,100,43,110,inh_10.wav
9,29,harm,0,43,29,harm_29.wav
10,13,inh,100,43,113,inh_13.wav
11,5,inh,100,43,105,inh_5.wav
12,24,harm,0,43,24,harm_24.wav
13,25,inh,100,43,125,inh_25.wav
14,17,inh,100,43,117,inh_17.wav
15,4,inh,100,43,104,inh_4.wav
16,23,harm,0,43,23,harm_23.wav
17,9,harm,0,43,9,harm_9.wav
18,15,harm,0,43,15,harm_15.wav
19,14,harm,0,43,14,harm_14.wav
20,16,harm,0,43,16,harm_16.wav
21,12,inh,100,43,112,inh_12.wav
22,18,harm,0,43,18,harm_18.wav
23,6,inh,100,43,106,inh_6.wav
24,21,inh,100,43,121,inh_21.wav
25,8,harm,0,43,8,harm_8.wav
26,22,inh,100,43,122,inh_22.wav
27,26,inh,100,43,126,inh_26.wav
28,27,harm,0,43,27,harm_27.wav
29,19,harm,0,43,19,harm_19.wav
