,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,14,inh,100,32,114,inh_14.wav
1,24,harm,0,32,24,harm_24.wav
2,3,harm,0,32,3,harm_3.wav
3,28,harm,0,32,28,harm_28.wav
4,18,harm,0,32,18,harm_18.wav
5,12,inh,100,32,112,inh_12.wav
6,4,inh,100,32,104,inh_4.wav
7,29,harm,0,32,29,harm_29.wav
8,6,inh,100,32,106,inh_6.wav
9,11,inh,100,32,111,inh_11.wav
10,22,inh,100,32,122,inh_22.wav
11,17,harm,0,32,17,harm_17.wav
12,9,harm,0,32,9,harm_9.wav
13,8,inh,100,32,108,inh_8.wav
14,21,harm,0,32,21,harm_21.wav
15,20,harm,0,32,20,harm_20.wav
16,26,harm,0,32,26,harm_26.wav
17,2,harm,0,32,2,harm_2.wav
18,27,inh,100,32,127,inh_27.wav
19,19,harm,0,32,19,harm_19.wav
20,23,harm,0,32,23,harm_23.wav
21,16,inh,100,32,116,inh_16.wav
22,1,inh,100,32,101,inh_1.wav
23,5,harm,0,32,5,harm_5.wav
24,7,inh,100,32,107,inh_7.wav
25,15,harm,0,32,15,harm_15.wav
26,25,inh,100,32,125,inh_25.wav
27,13,inh,100,32,113,inh_13.wav
28,30,inh,100,32,130,inh_30.wav
29,10,inh,100,32,110,inh_10.wav
