,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,8,inh,100,75,108,inh_8.wav
1,12,inh,100,75,112,inh_12.wav
2,20,harm,0,75,20,harm_20.wav
3,22,inh,100,75,122,inh_22.wav
4,15,inh,100,75,115,inh_15.wav
5,18,inh,100,75,118,inh_18.wav
6,13,harm,0,75,13,harm_13.wav
7,26,harm,0,75,26,harm_26.wav
8,21,harm,0,75,21,harm_21.wav
9,17,harm,0,75,17,harm_17.wav
10,4,inh,100,75,104,inh_4.wav
11,9,harm,0,75,9,harm_9.wav
12,11,inh,100,75,111,inh_11.wav
13,1,harm,0,75,1,harm_1.wav
14,28,harm,0,75,28,harm_28.wav
15,24,inh,100,75,124,inh_24.wav
16,23,harm,0,75,23,harm_23.wav
17,3,inh,100,75,103,inh_3.wav
18,5,inh,100,75,105,inh_5.wav
19,27,harm,0,75,27,harm_27.wav
20,19,harm,0,75,19,harm_19.wav
21,6,inh,100,75,106,inh_6.wav
22,16,harm,0,75,16,harm_16.wav
23,29,inh,100,75,129,inh_29.wav
24,7,harm,0,75,7,harm_7.wav
25,25,inh,100,75,125,inh_25.wav
26,14,inh,100,75,114,inh_14.wav
27,10,inh,100,75,110,inh_10.wav
28,30,harm,0,75,30,harm_30.wav
29,2,harm,0,75,2,harm_2.wav
