,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,11,harm,0,20,11,harm_11.wav
1,22,harm,0,20,22,harm_22.wav
2,6,inh,100,20,106,inh_6.wav
3,18,inh,100,20,118,inh_18.wav
4,3,harm,0,20,3,harm_3.wav
5,8,inh,100,20,108,inh_8.wav
6,9,harm,0,20,9,harm_9.wav
7,19,inh,100,20,119,inh_19.wav
8,23,inh,100,20,123,inh_23.wav
9,30,harm,0,20,30,harm_30.wav
10,1,harm,0,20,1,harm_1.wav
11,2,inh,100,20,102,inh_2.wav
12,14,inh,100,20,114,inh_14.wav
13,17,harm,0,20,17,harm_17.wav
14,7,inh,100,20,107,inh_7.wav
15,4,inh,100,20,104,inh_4.wav
16,21,inh,100,20,121,inh_21.wav
17,27,harm,0,20,27,harm_27.wav
18,12,harm,0,20,12,harm_12.wav
19,20,inh,100,20,120,inh_20.wav
20,29,inh,100,20,129,inh_29.wav
21,15,harm,0,20,15,harm_15.wav
22,28,inh,100,20,128,inh_28.wav
23,5,harm,0,20,5,harm_5.wav
24,16,harm,0,20,16,harm_16.wav
25,24,harm,0,20,24,harm_24.wav
26,13,inh,100,20,113,inh_13.wav
27,26,harm,0,20,26,harm_26.wav
28,10,inh,100,20,110,inh_10.wav
29,25,harm,0,20,25,harm_25.wav
