,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,15,harm,0,12,15,harm_15.wav
1,3,inh,100,12,103,inh_3.wav
2,2,inh,100,12,102,inh_2.wav
3,12,harm,0,12,12,harm_12.wav
4,13,harm,0,12,13,harm_13.wav
5,7,inh,100,12,107,inh_7.wav
6,30,harm,0,12,30,harm_30.wav
7,21,harm,0,12,21,harm_21.wav
8,22,inh,100,12,122,inh_22.wav
9,10,inh,100,12,110,inh_10.wav
10,28,inh,100,12,128,inh_28.wav
11,5,harm,0,12,5,harm_5.wav
12,17,harm,0,12,17,harm_17.wav
13,8,inh,100,12,108,inh_8.wav
14,19,inh,100,12,119,inh_19.wav
15,16,inh,100,12,116,inh_16.wav
16,18,inh,100,12,118,inh_18.wav
17,27,inh,100,12,127,inh_27.wav
18,23,inh,100,12,123,inh_23.wav
19,1,inh,100,12,101,inh_1.wav
20,9,harm,0,12,9,harm_9.wav
21,26,inh,100,12,126,inh_26.wav
22,4,harm,0,12,4,harm_4.wav
23,20,harm,0,12,20,harm_20.wav
24,25,harm,0,12,25,harm_25.wav
25,6,harm,0,12,6,harm_6.wav
26,29,harm,0,12,29,harm_29.wav
27,24,harm,0,12,24,harm_24.wav
28,11,inh,100,12,111,inh_11.wav
29,14,harm,0,12,14,harm_14.wav
