,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,19,harm,0,33,19,harm_19.wav
1,30,harm,0,33,30,harm_30.wav
2,7,inh,100,33,107,inh_7.wav
3,14,harm,0,33,14,harm_14.wav
4,9,harm,0,33,9,harm_9.wav
5,24,harm,0,33,24,harm_24.wav
6,15,inh,100,33,115,inh_15.wav
7,28,inh,100,33,128,inh_28.wav
8,5,inh,100,33,105,inh_5.wav
9,21,inh,100,33,121,inh_21.wav
10,11,harm,0,33,11,harm_11.wav
11,25,inh,100,33,125,inh_25.wav
12,22,harm,0,33,22,harm_22.wav
13,4,harm,0,33,4,harm_4.wav
14,13,inh,100,33,113,inh_13.wav
15,10,inh,100,33,110,inh_10.wav
16,12,inh,100,33,112,inh_12.wav
17,26,harm,0,33,26,harm_26.wav
18,1,inh,100,33,101,inh_1.wav
19,23,inh,100,33,123,inh_23.wav
20,27,harm,0,33,27,harm_27.wav
21,6,harm,0,33,6,harm_6.wav
22,8,harm,0,33,8,harm_8.wav
23,29,harm,0,33,29,harm_29.wav
24,17,harm,0,33,17,harm_17.wav
25,16,inh,100,33,116,inh_16.wav
26,18,harm,0,33,18,harm_18.wav
27,20,inh,100,33,120,inh_20.wav
28,2,inh,100,33,102,inh_2.wav
29,3,inh,100,33,103,inh_3.wav
