,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,4,harm,0,55,4,harm_4.wav
1,13,harm,0,55,13,harm_13.wav
2,27,harm,0,55,27,harm_27.wav
3,9,inh,100,55,109,inh_9.wav
4,30,inh,100,55,130,inh_30.wav
5,25,inh,100,55,125,inh_25.wav
6,18,harm,0,55,18,harm_18.wav
7,6,inh,100,55,106,inh_6.wav
8,7,inh,100,55,107,inh_7.wav
9,23,inh,100,55,123,inh_23.wav
10,11,inh,100,55,111,inh_11.wav
11,5,harm,0,55,5,harm_5.wav
12,20,harm,0,55,20,harm_20.wav
13,3,inh,100,55,103,inh_3.wav
14,17,harm,0,55,17,harm_17.wav
15,19,inh,100,55,119,inh_19.wav
16,1,harm,0,55,1,harm_1.wav
17,8,inh,100,55,108,inh_8.wav
18,22,inh,100,55,122,inh_22.wav
19,29,harm,0,55,29,harm_29.wav
20,14,harm,0,55,14,harm_14.wav
21,21,harm,0,55,21,harm_21.wav
22,24,harm,0,55,24,harm_24.wav
23,28,inh,100,55,128,inh_28.wav
24,2,inh,100,55,102,inh_2.wav
25,15,harm,0,55,15,harm_15.wav
26,12,inh,100,55,112,inh_12.wav
27,10,inh,100,55,110,inh_10.wav
28,26,harm,0,55,26,harm_26.wav
29,16,harm,0,55,16,harm_16.wav
