,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,12,inh,100,76,112,inh_12.wav
1,3,inh,100,76,103,inh_3.wav
2,23,inh,100,76,123,inh_23.wav
3,14,harm,0,76,14,harm_14.wav
4,16,harm,0,76,16,harm_16.wav
5,21,inh,100,76,121,inh_21.wav
6,7,harm,0,76,7,harm_7.wav
7,27,inh,100,76,127,inh_27.wav
8,24,harm,0,76,24,harm_24.wav
9,11,harm,0,76,11,harm_11.wav
10,22,harm,0,76,22,harm_22.wav
11,30,inh,100,76,130,inh_30.wav
12,29,inh,100,76,129,inh_29.wav
13,28,harm,0,76,28,harm_28.wav
14,4,harm,0,76,4,harm_4.wav
15,13,inh,100,76,113,inh_13.wav
16,2,harm,0,76,2,harm_2.wav
17,8,harm,0,76,8,harm_8.wav
18,25,inh,100,76,125,inh_25.wav
19,6,inh,100,76,106,inh_6.wav
20,10,harm,0,76,10,harm_10.wav
21,19,harm,0,76,19,harm_19.wav
22,9,inh,100,76,109,inh_9.wav
23,18,inh,100,76,118,inh_18.wav
24,20,inh,100,76,120,inh_20.wav
25,1,harm,0,76,1,harm_1.wav
26,17,harm,0,76,17,harm_17.wav
27,15,inh,100,76,115,inh_15.wav
28,5,inh,100,76,105,inh_5.wav
29,26,harm,0,76,26,harm_26.wav
