,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,20,harm,0,59,20,harm_20.wav
1,8,inh,100,59,108,inh_8.wav
2,27,inh,100,59,127,inh_27.wav
3,9,harm,0,59,9,harm_9.wav
4,6,harm,0,59,6,harm_6.wav
5,7,inh,100,59,107,inh_7.wav
6,16,harm,0,59,16,harm_16.wav
7,29,inh,100,59,129,inh_29.wav
8,21,inh,100,59,121,inh_21.wav
9,10,harm,0,59,10,harm_10.wav
10,13,harm,0,59,13,harm_13.wav
11,28,harm,0,59,28,harm_28.wav
12,11,inh,100,59,111,inh_11.wav
13,26,inh,100,59,126,inh_26.wav
14,22,inh,100,59,122,inh_22.wav
15,25,harm,0,59,25,harm_25.wav
16,5,inh,100,59,105,inh_5.wav
17,17,inh,100,59,117,inh_17.wav
18,2,harm,0,59,2,harm_2.wav
19,24,harm,0,59,24,harm_24.wav
20,1,harm,0,59,1,harm_1.wav
21,15,inh,100,59,115,inh_15.wav
22,18,harm,0,59,18,harm_18.wav
23,14,inh,100,59,114,inh_14.wav
24,23,inh,100,59,123,inh_23.wav
25,4,harm,0,59,4,harm_4.wav
26,3,inh,100,59,103,inh_3.wav
27,19,harm,0,59,19,harm_19.wav
28,12,inh,100,59,112,inh_12.wav
29,30,harm,0,59,30,harm_30.wav
