,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,5,inh,100,7,105,inh_5.wav
1,22,inh,100,7,122,inh_22.wav
2,14,harm,0,7,14,harm_14.wav
3,28,harm,0,7,28,harm_28.wav
4,18,inh,100,7,118,inh_18.wav
5,21,harm,0,7,21,harm_21.wav
6,17,harm,0,7,17,harm_17.wav
7,25,harm,0,7,25,harm_25.wav
8,10,inh,100,7,110,inh_10.wav
9,24,harm,0,7,24,harm_24.wav
10,7,inh,100,7,107,inh_7.wav
11,3,inh,100,7,103,inh_3.wav
12,12,inh,100,7,112,inh_12.wav
13,29,harm,0,7,29,harm_29.wav
14,2,harm,0,7,2,harm_2.wav
15,9,harm,0,7,9,harm_9.wav
16,1,inh,100,7,101,inh_1.wav
17,19,inh,100,7,119,inh_19.wav
18,26,inh,100,7,126,inh_26.wav
19,8,inh,100,7,108,inh_8.wav
20,30,harm,0,7,30,harm_30.wav
21,20,harm,0,7,20,harm_20.wav
22,6,inh,100,7,106,inh_6.wav
23,15,inh,100,7,115,inh_15.wav
24,4,harm,0,7,4,harm_4.wav
25,13,inh,100,7,113,inh_13.wav
26,11,harm,0,7,11,harm_11.wav
27,16,harm,0,7,16,harm_16.wav
28,23,harm,0,7,23,harm_23.wav
29,27,inh,100,7,127,inh_27.wav
