,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,28,inh,100,28,128,inh_28.wav
1,4,inh,100,28,104,inh_4.wav
2,22,harm,0,28,22,harm_22.wav
3,16,harm,0,28,16,harm_16.wav
4,15,harm,0,28,15,harm_15.wav
5,5,inh,100,28,105,inh_5.wav
6,25,harm,0,28,25,harm_25.wav
7,23,harm,0,28,23,harm_23.wav
8,13,harm,0,28,13,harm_13.wav
9,27,harm,0,28,27,harm_27.wav
10,3,inh,100,28,103,inh_3.wav
11,17,harm,0,28,17,harm_17.wav
12,19,harm,0,28,19,harm_19.wav
13,11,harm,0,28,11,harm_11.wav
14,7,harm,0,28,7,harm_7.wav
15,21,inh,100,28,121,inh_21.wav
16,10,inh,100,28,110,inh_10.wav
17,6,inh,100,28,106,inh_6.wav
18,29,inh,100,28,129,inh_29.wav
19,9,inh,100,28,109,inh_9.wav
20,2,inh,100,28,102,inh_2.wav
21,8,harm,0,28,8,harm_8.wav
22,14,inh,100,28,114,inh_14.wav
23,26,inh,100,28,126,inh_26.wav
24,12,inh,100,28,112,inh_12.wav
25,1,harm,0,28,1,harm_1.wav
26,30,inh,100,28,130,inh_30.wav
27,20,harm,0,28,20,harm_20.wav
28,24,harm,0,28,24,harm_24.wav
29,18,inh,100,28,118,inh_18.wav
