,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,8,harm,0,51,8,harm_8.wav
1,11,inh,100,51,111,inh_11.wav
2,26,harm,0,51,26,harm_26.wav
3,24,harm,0,51,24,harm_24.wav
4,25,harm,0,51,25,harm_25.wav
5,3,inh,100,51,103,inh_3.wav
6,12,harm,0,51,12,harm_12.wav
7,19,harm,0,51,19,harm_19.wav
8,15,inh,100,51,115,inh_15.wav
9,13,inh,100,51,113,inh_13.wav
10,23,inh,100,51,123,inh_23.wav
11,4,harm,0,51,4,harm_4.wav
12,10,inh,100,51,110,inh_10.wav
13,1,harm,0,51,1,harm_1.wav
14,6,inh,100,51,106,inh_6.wav
15,30,inh,100,51,130,inh_30.wav
16,5,harm,0,51,5,harm_5.wav
17,27,inh,100,51,127,inh_27.wav
18,2,inh,100,51,102,inh_2.wav
19,7,harm,0,51,7,harm_7.wav
20,20,harm,0,51,20,harm_20.wav
21,17,inh,100,51,117,inh_17.wav
22,18,harm,0,51,18,harm_18.wav
23,14,inh,100,51,114,inh_14.wav
24,9,harm,0,51,9,harm_9.wav
25,29,harm,0,51,29,harm_29.wav
26,22,inh,100,51,122,inh_22.wav
27,28,inh,100,51,128,inh_28.wav
28,16,inh,100,51,116,inh_16.wav
29,21,harm,0,51,21,harm_21.wav
