,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,23,inh,100,38,123,inh_23.wav
1,27,harm,0,38,27,harm_27.wav
2,16,harm,0,38,16,harm_16.wav
3,5,inh,100,38,105,inh_5.wav
4,24,inh,100,38,124,inh_24.wav
5,8,inh,100,38,108,inh_8.wav
6,20,harm,0,38,20,harm_20.wav
7,13,inh,100,38,113,inh_13.wav
8,7,harm,0,38,7,harm_7.wav
9,3,harm,0,38,3,harm_3.wav
10,30,inh,100,38,130,inh_30.wav
11,14,inh,100,38,114,inh_14.wav
12,4,harm,0,38,4,harm_4.wav
13,18,harm,0,38,18,harm_18.wav
14,12,harm,0,38,12,harm_12.wav
15,17,harm,0,38,17,harm_17.wav
16,10,inh,100,38,110,inh_10.wav
17,28,harm,0,38,28,harm_28.wav
18,15,inh,100,38,115,inh_15.wav
19,9,inh,100,38,109,inh_9.wav
20,22,inh,100,38,122,inh_22.wav
21,2,inh,100,38,102,inh_2.wav
22,21,harm,0,38,21,harm_21.wav
23,29,inh,100,38,129,inh_29.wav
24,1,harm,0,38,1,harm_1.wav
25,19,inh,100,38,119,inh_19.wav
26,6,inh,100,38,106,inh_6.wav
27,11,harm,0,38,11,harm_11.wav
28,26,harm,0,38,26,harm_26.wav
29,25,harm,0,38,25,harm_25.wav
