,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,3,harm,0,3,3,harm_3.wav
1,13,harm,0,3,13,harm_13.wav
2,20,harm,0,3,20,harm_20.wav
3,26,inh,100,3,126,inh_26.wav
4,12,inh,100,3,112,inh_12.wav
5,24,harm,0,3,24,harm_24.wav
6,10,inh,100,3,110,inh_10.wav
7,7,inh,100,3,107,inh_7.wav
8,27,inh,100,3,127,inh_27.wav
9,23,harm,0,3,23,harm_23.wav
10,17,inh,100,3,117,inh_17.wav
11,9,harm,0,3,9,harm_9.wav
12,4,harm,0,3,4,harm_4.wav
13,28,inh,100,3,128,inh_28.wav
14,22,inh,100,3,122,inh_22.wav
15,30,inh,100,3,130,inh_30.wav
16,8,inh,100,3,108,inh_8.wav
17,6,inh,100,3,106,inh_6.wav
18,2,harm,0,3,2,harm_2.wav
19,14,inh,100,3,114,inh_14.wav
20,29,inh,100,3,129,inh_29.wav
21,1,inh,100,3,101,inh_1.wav
22,16,harm,0,3,16,harm_16.wav
23,5,harm,0,3,5,harm_5.wav
24,11,harm,0,3,11,harm_11.wav
25,21,harm,0,3,21,harm_21.wav
26,25,harm,0,3,25,harm_25.wav
27,15,harm,0,3,15,harm_15.wav
28,19,inh,100,3,119,inh_19.wav
29,18,harm,0,3,18,harm_18.wav
