,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,21,harm,0,9,21,harm_21.wav
1,5,inh,100,9,105,inh_5.wav
2,13,inh,100,9,113,inh_13.wav
3,8,harm,0,9,8,harm_8.wav
4,6,harm,0,9,6,harm_6.wav
5,20,harm,0,9,20,harm_20.wav
6,24,harm,0,9,24,harm_24.wav
7,12,inh,100,9,112,inh_12.wav
8,29,inh,100,9,129,inh_29.wav
9,17,inh,100,9,117,inh_17.wav
10,9,harm,0,9,9,harm_9.wav
11,23,harm,0,9,23,harm_23.wav
12,30,harm,0,9,30,harm_30.wav
13,25,harm,0,9,25,harm_25.wav
14,19,inh,100,9,119,inh_19.wav
15,2,harm,0,9,2,harm_2.wav
16,1,inh,100,9,101,inh_1.wav
17,18,harm,0,9,18,harm_18.wav
18,22,inh,100,9,122,inh_22.wav
19,28,inh,100,9,128,inh_28.wav
20,3,inh,100,9,103,inh_3.wav
21,10,inh,100,9,110,inh_10.wav
22,27,harm,0,9,27,harm_27.wav
23,15,inh,100,9,115,inh_15.wav
24,16,harm,0,9,16,harm_16.wav
25,7,harm,0,9,7,harm_7.wav
26,14,inh,100,9,114,inh_14.wav
27,11,inh,100,9,111,inh_11.wav
28,26,harm,0,9,26,harm_26.wav
29,4,inh,100,9,104,inh_4.wav
