,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,15,harm,0,37,15,harm_15.wav
1,30,harm,0,37,30,harm_30.wav
2,28,harm,0,37,28,harm_28.wav
3,26,inh,100,37,126,inh_26.wav
4,9,inh,100,37,109,inh_9.wav
5,27,harm,0,37,27,harm_27.wav
6,23,harm,0,37,23,harm_23.wav
7,3,inh,100,37,103,inh_3.wav
8,19,inh,100,37,119,inh_19.wav
9,7,inh,100,37,107,inh_7.wav
10,4,harm,0,37,4,harm_4.wav
11,8,inh,100,37,108,inh_8.wav
12,25,harm,0,37,25,harm_25.wav
13,6,inh,100,37,106,inh_6.wav
14,17,inh,100,37,117,inh_17.wav
15,5,inh,100,37,105,inh_5.wav
16,10,harm,0,37,10,harm_10.wav
17,16,harm,0,37,16,harm_16.wav
18,12,inh,100,37,112,inh_12.wav
19,14,harm,0,37,14,harm_14.wav
20,13,inh,100,37,113,inh_13.wav
21,22,harm,0,37,22,harm_22.wav
22,18,harm,0,37,18,harm_18.wav
23,29,inh,100,37,129,inh_29.wav
24,11,inh,100,37,111,inh_11.wav
25,1,harm,0,37,1,harm_1.wav
26,20,inh,100,37,120,inh_20.wav
27,21,harm,0,37,21,harm_21.wav
28,24,inh,100,37,124,inh_24.wav
29,2,harm,0,37,2,harm_2.wav
