,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,28,inh,100,70,128,inh_28.wav
1,23,inh,100,70,123,inh_23.wav
2,25,inh,100,70,125,inh_25.wav
3,27,harm,0,70,27,harm_27.wav
4,1,harm,0,70,1,harm_1.wav
5,17,inh,100,70,117,inh_17.wav
6,10,inh,100,70,110,inh_10.wav
7,24,harm,0,70,24,harm_24.wav
8,4,inh,100,70,104,inh_4.wav
9,22,harm,0,70,22,harm_22.wav
10,20,inh,100,70,120,inh_20.wav
11,15,inh,100,70,115,inh_15.wav
12,9,harm,0,70,9,harm_9.wav
13,5,harm,0,70,5,harm_5.wav
14,29,harm,0,70,29,harm_29.wav
15,2,inh,100,70,102,inh_2.wav
16,11,harm,0,70,11,harm_11.wav
17,19,harm,0,70,19,harm_19.wav
18,3,inh,100,70,103,inh_3.wav
19,7,inh,100,70,107,inh_7.wav
20,21,inh,100,70,121,inh_21.wav
21,30,harm,0,70,30,harm_30.wav
22,18,harm,0,70,18,harm_18.wav
23,14,inh,100,70,114,inh_14.wav
24,6,harm,0,70,6,harm_6.wav
25,12,inh,100,70,112,inh_12.wav
26,8,harm,0,70,8,harm_8.wav
27,16,inh,100,70,116,inh_16.wav
28,13,harm,0,70,13,harm_13.wav
29,26,harm,0,70,26,harm_26.wav
