,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,2,harm,0,11,2,harm_2.wav
1,29,harm,0,11,29,harm_29.wav
2,22,inh,100,11,122,inh_22.wav
3,13,harm,0,11,13,harm_13.wav
4,9,inh,100,11,109,inh_9.wav
5,16,inh,100,11,116,inh_16.wav
6,19,harm,0,11,19,harm_19.wav
7,21,harm,0,11,21,harm_21.wav
8,20,harm,0,11,20,harm_20.wav
9,10,inh,100,11,110,inh_10.wav
10,23,harm,0,11,23,harm_23.wav
11,11,inh,100,11,111,inh_11.wav
12,26,inh,100,11,126,inh_26.wav
13,7,harm,0,11,7,harm_7.wav
14,15,harm,0,11,15,harm_15.wav
15,25,inh,100,11,125,inh_25.wav
16,3,inh,100,11,103,inh_3.wav
17,30,harm,0,11,30,harm_30.wav
18,27,inh,100,11,127,inh_27.wav
19,4,harm,0,11,4,harm_4.wav
20,5,inh,100,11,105,inh_5.wav
21,17,harm,0,11,17,harm_17.wav
22,6,harm,0,11,6,harm_6.wav
23,1,inh,100,11,101,inh_1.wav
24,18,inh,100,11,118,inh_18.wav
25,28,inh,100,11,128,inh_28.wav
26,14,inh,100,11,114,inh_14.wav
27,12,inh,100,11,112,inh_12.wav
28,24,harm,0,11,24,harm_24.wav
29,8,harm,0,11,8,harm_8.wav
