,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,29,harm,0,56,29,harm_29.wav
1,28,harm,0,56,28,harm_28.wav
2,23,harm,0,56,23,harm_23.wav
3,3,harm,0,56,3,harm_3.wav
4,22,harm,0,56,22,harm_22.wav
5,18,harm,0,56,18,harm_18.wav
6,24,inh,100,56,124,inh_24.wav
7,1,inh,100,56,101,inh_1.wav
8,10,inh,100,56,110,inh_10.wav
9,4,inh,100,56,104,inh_4.wav
10,17,inh,100,56,117,inh_17.wav
11,5,harm,0,56,5,harm_5.wav
12,12,harm,0,56,12,harm_12.wav
13,15,inh,100,56,115,inh_15.wav
14,2,inh,100,56,102,inh_2.wav
15,30,inh,100,56,130,inh_30.wav
16,8,harm,0,56,8,harm_8.wav
17,6,harm,0,56,6,harm_6.wav
18,19,inh,100,56,119,inh_19.wav
19,25,harm,0,56,25,harm_25.wav
20,14,inh,100,56,114,inh_14.wav
21,11,inh,100,56,111,inh_11.wav
22,9,inh,100,56,109,inh_9.wav
23,13,harm,0,56,13,harm_13.wav
24,26,inh,100,56,126,inh_26.wav
25,7,harm,0,56,7,harm_7.wav
26,21,inh,100,56,121,inh_21.wav
27,20,inh,100,56,120,inh_20.wav
28,27,harm,0,56,27,harm_27.wav
29,16,harm,0,56,16,harm_16.wav
