,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,29,harm,0,15,29,harm_29.wav
1,26,inh,100,15,126,inh_26.wav
2,2,inh,100,15,102,inh_2.wav
3,30,harm,0,15,30,harm_30.wav
4,10,inh,100,15,110,inh_10.wav
5,27,harm,0,15,27,harm_27.wav
6,5,inh,100,15,105,inh_5.wav
7,15,inh,100,15,115,inh_15.wav
8,25,inh,100,15,125,inh_25.wav
9,12,harm,0,15,12,harm_12.wav
10,21,harm,0,15,21,harm_21.wav
11,8,harm,0,15,8,harm_8.wav
12,14,harm,0,15,14,harm_14.wav
13,19,inh,100,15,119,inh_19.wav
14,16,inh,100,15,116,inh_16.wav
15,13,inh,100,15,113,inh_13.wav
16,20,harm,0,15,20,harm_20.wav
17,6,inh,100,15,106,inh_6.wav
18,23,harm,0,15,23,harm_23.wav
19,4,harm,0,15,4,harm_4.wav
20,7,harm,0,15,7,harm_7.wav
21,11,inh,100,15,111,inh_11.wav
22,24,harm,0,15,24,harm_24.wav
23,3,harm,0,15,3,harm_3.wav
24,1,harm,0,15,1,harm_1.wav
25,18,inh,100,15,118,inh_18.wav
26,9,harm,0,15,9,harm_9.wav
27,22,inh,100,15,122,inh_22.wav
28,28,inh,100,15,128,inh_28.wav
29,17,inh,100,15,117,inh_17.wav
