,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,27,inh,100,5,127,inh_27.wav
1,1,harm,0,5,1,harm_1.wav
2,13,harm,0,5,13,harm_13.wav
3,17,harm,0,5,17,harm_17.wav
4,19,harm,0,5,19,harm_19.wav
5,22,harm,0,5,22,harm_22.wav
6,2,inh,100,5,102,inh_2.wav
7,15,inh,100,5,115,inh_15.wav
8,3,inh,100,5,103,inh_3.wav
9,10,harm,0,5,10,harm_10.wav
10,21,harm,0,5,21,harm_21.wav
11,9,harm,0,5,9,harm_9.wav
12,18,inh,100,5,118,inh_18.wav
13,24,inh,100,5,124,inh_24.wav
14,14,harm,0,5,14,harm_14.wav
15,6,harm,0,5,6,harm_6.wav
16,12,inh,100,5,112,inh_12.wav
17,8,inh,100,5,108,inh_8.wav
18,29,inh,100,5,129,inh_29.wav
19,30,harm,0,5,30,harm_30.wav
20,23,inh,100,5,123,inh_23.wav
21,5,inh,100,5,105,inh_5.wav
22,16,harm,0,5,16,harm_16.wav
23,25,harm,0,5,25,harm_25.wav
24,11,inh,100,5,111,inh_11.wav
25,20,inh,100,5,120,inh_20.wav
26,26,harm,0,5,26,harm_26.wav
27,28,harm,0,5,28,harm_28.wav
28,7,inh,100,5,107,inh_7.wav
29,4,inh,100,5,104,inh_4.wav
