,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,22,harm,0,42,22,harm_22.wav
1,17,harm,0,42,17,harm_17.wav
2,11,harm,0,42,11,harm_11.wav
3,24,harm,0,42,24,harm_24.wav
4,29,inh,100,42,129,inh_29.wav
5,28,harm,0,42,28,harm_28.wav
6,21,inh,100,42,121,inh_21.wav
7,20,harm,0,42,20,harm_20.wav
8,25,inh,100,42,125,inh_25.wav
9,23,inh,100,42,123,inh_23.wav
10,4,inh,100,42,104,inh_4.wav
11,1,inh,100,42,101,inh_1.wav
12,14,harm,0,42,14,harm_14.wav
13,7,inh,100,42,107,inh_7.wav
14,15,harm,0,42,15,harm_15.wav
15,13,harm,0,42,13,harm_13.wav
16,10,harm,0,42,10,harm_10.wav
17,27,harm,0,42,27,harm_27.wav
18,6,inh,100,42,106,inh_6.wav
19,8,harm,0,42,8,harm_8.wav
20,26,inh,100,42,126,inh_26.wav
21,30,inh,100,42,130,inh_30.wav
22,12,inh,100,42,112,inh_12.wav
23,2,harm,0,42,2,harm_2.wav
24,9,inh,100,42,109,inh_9.wav
25,19,inh,100,42,119,inh_19.wav
26,5,inh,100,42,105,inh_5.wav
27,3,inh,100,42,103,inh_3.wav
28,16,harm,0,42,16,harm_16.wav
29,18,harm,0,42,18,harm_18.wav
