,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,27,harm,0,50,27,harm_27.wav
1,26,inh,100,50,126,inh_26.wav
2,25,inh,100,50,125,inh_25.wav
3,15,inh,100,50,115,inh_15.wav
4,21,harm,0,50,21,harm_21.wav
5,6,harm,0,50,6,harm_6.wav
6,10,inh,100,50,110,inh_10.wav
7,13,harm,0,50,13,harm_13.wav
8,2,harm,0,50,2,harm_2.wav
9,3,harm,0,50,3,harm_3.wav
10,4,inh,100,50,104,inh_4.wav
11,24,inh,100,50,124,inh_24.wav
12,23,inh,100,50,123,inh_23.wav
13,14,inh,100,50,114,inh_14.wav
14,17,harm,0,50,17,harm_17.wav
15,19,inh,100,50,119,inh_19.wav
16,8,inh,100,50,108,inh_8.wav
17,9,inh,100,50,109,inh_9.wav
18,29,inh,100,50,129,inh_29.wav
19,1,harm,0,50,1,harm_1.wav
20,22,inh,100,50,122,inh_22.wav
21,5,harm,0,50,5,harm_5.wav
22,30,harm,0,50,30,harm_30.wav
23,16,harm,0,50,16,harm_16.wav
24,18,harm,0,50,18,harm_18.wav
25,28,inh,100,50,128,inh_28.wav
26,20,harm,0,50,20,harm_20.wav
27,12,harm,0,50,12,harm_12.wav
28,7,harm,0,50,7,harm_7.wav
29,11,inh,100,50,111,inh_11.wav
