,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,20,harm,0,19,20,harm_20.wav
1,11,harm,0,19,11,harm_11.wav
2,27,harm,0,19,27,harm_27.wav
3,30,inh,100,19,130,inh_30.wav
4,7,harm,0,19,7,harm_7.wav
5,3,harm,0,19,3,harm_3.wav
6,26,harm,0,19,26,harm_26.wav
7,10,inh,100,19,110,inh_10.wav
8,18,harm,0,19,18,harm_18.wav
9,24,inh,100,19,124,inh_24.wav
10,28,harm,0,19,28,harm_28.wav
11,13,inh,100,19,113,inh_13.wav
12,8,inh,100,19,108,inh_8.wav
13,4,inh,100,19,104,inh_4.wav
14,14,inh,100,19,114,inh_14.wav
15,9,inh,100,19,109,inh_9.wav
16,23,inh,100,19,123,inh_23.wav
17,1,inh,100,19,101,inh_1.wav
18,17,harm,0,19,17,harm_17.wav
19,16,harm,0,19,16,harm_16.wav
20,6,inh,100,19,106,inh_6.wav
21,5,harm,0,19,5,harm_5.wav
22,19,inh,100,19,119,inh_19.wav
23,21,inh,100,19,121,inh_21.wav
24,15,inh,100,19,115,inh_15.wav
25,29,harm,0,19,29,harm_29.wav
26,25,harm,0,19,25,harm_25.wav
27,12,harm,0,19,12,harm_12.wav
28,22,inh,100,19,122,inh_22.wav
29,2,harm,0,19,2,harm_2.wav
