,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,16,harm,0,2,16,harm_16.wav
1,19,harm,0,2,19,harm_19.wav
2,26,inh,100,2,126,inh_26.wav
3,7,harm,0,2,7,harm_7.wav
4,27,harm,0,2,27,harm_27.wav
5,22,inh,100,2,122,inh_22.wav
6,8,inh,100,2,108,inh_8.wav
7,3,inh,100,2,103,inh_3.wav
8,6,harm,0,2,6,harm_6.wav
9,28,harm,0,2,28,harm_28.wav
10,1,inh,100,2,101,inh_1.wav
11,25,inh,100,2,125,inh_25.wav
12,12,inh,100,2,112,inh_12.wav
13,29,harm,0,2,29,harm_29.wav
14,4,harm,0,2,4,harm_4.wav
15,5,inh,100,2,105,inh_5.wav
16,30,harm,0,2,30,harm_30.wav
17,11,harm,0,2,11,harm_11.wav
18,10,inh,100,2,110,inh_10.wav
19,21,inh,100,2,121,inh_21.wav
20,15,harm,0,2,15,harm_15.wav
21,18,harm,0,2,18,harm_18.wav
22,2,inh,100,2,102,inh_2.wav
23,20,harm,0,2,20,harm_20.wav
24,14,inh,100,2,114,inh_14.wav
25,24,harm,0,2,24,harm_24.wav
26,23,inh,100,2,123,inh_23.wav
27,9,harm,0,2,9,harm_9.wav
28,17,inh,100,2,117,inh_17.wav
29,13,inh,100,2,113,inh_13.wav
