,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,10,inh,100,25,110,inh_10.wav
1,1,harm,0,25,1,harm_1.wav
2,9,harm,0,25,9,harm_9.wav
3,24,inh,100,25,124,inh_24.wav
4,17,inh,100,25,117,inh_17.wav
5,11,inh,100,25,111,inh_11.wav
6,16,harm,0,25,16,harm_16.wav
7,27,inh,100,25,127,inh_27.wav
8,4,harm,0,25,4,harm_4.wav
9,29,harm,0,25,29,harm_29.wav
10,30,harm,0,25,30,harm_30.wav
11,19,inh,100,25,119,inh_19.wav
12,12,inh,100,25,112,inh_12.wav
13,3,harm,0,25,3,harm_3.wav
14,26,harm,0,25,26,harm_26.wav
15,22,inh,100,25,122,inh_22.wav
16,25,harm,0,25,25,harm_25.wav
17,20,harm,0,25,20,harm_20.wav
18,8,harm,0,25,8,harm_8.wav
19,23,harm,0,25,23,harm_23.wav
20,18,inh,100,25,118,inh_18.wav
21,28,inh,100,25,128,inh_28.wav
22,5,harm,0,25,5,harm_5.wav
23,2,inh,100,25,102,inh_2.wav
24,6,harm,0,25,6,harm_6.wav
25,7,inh,100,25,107,inh_7.wav
26,21,inh,100,25,121,inh_21.wav
27,15,inh,100,25,115,inh_15.wav
28,14,inh,100,25,114,inh_14.wav
29,13,harm,0,25,13,harm_13.wav
