,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,17,inh,100,41,117,inh_17.wav
1,5,inh,100,41,105,inh_5.wav
2,3,inh,100,41,103,inh_3.wav
3,10,harm,0,41,10,harm_10.wav
4,26,inh,100,41,126,inh_26.wav
5,22,inh,100,41,122,inh_22.wav
6,25,harm,0,41,25,harm_25.wav
7,8,harm,0,41,8,harm_8.wav
8,21,harm,0,41,21,harm_21.wav
9,24,harm,0,41,24,harm_24.wav
10,7,inh,100,41,107,inh_7.wav
11,20,inh,100,41,120,inh_20.wav
12,27,harm,0,41,27,harm_27.wav
13,6,harm,0,41,6,harm_6.wav
14,14,inh,100,41,114,inh_14.wav
15,1,inh,100,41,101,inh_1.wav
16,30,inh,100,41,130,inh_30.wav
17,11,harm,0,41,11,harm_11.wav
18,9,harm,0,41,9,harm_9.wav
19,18,harm,0,41,18,harm_18.wav
20,15,inh,100,41,115,inh_15.wav
21,16,harm,0,41,16,harm_16.wav
22,23,inh,100,41,123,inh_23.wav
23,2,inh,100,41,102,inh_2.wav
24,13,harm,0,41,13,harm_13.wav
25,28,harm,0,41,28,harm_28.wav
26,12,harm,0,41,12,harm_12.wav
27,4,harm,0,41,4,harm_4.wav
28,19,inh,100,41,119,inh_19.wav
29,29,inh,100,41,129,inh_29.wav
