,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,29,inh,100,26,129,inh_29.wav
1,15,inh,100,26,115,inh_15.wav
2,2,harm,0,26,2,harm_2.wav
3,4,inh,100,26,104,inh_4.wav
4,24,harm,0,26,24,harm_24.wav
5,27,harm,0,26,27,harm_27.wav
6,3,inh,100,26,103,inh_3.wav
7,13,harm,0,26,13,harm_13.wav
8,28,harm,0,26,28,harm_28.wav
9,5,harm,0,26,5,harm_5.wav
10,11,inh,100,26,111,inh_11.wav
11,18,inh,100,26,118,inh_18.wav
12,25,inh,100,26,125,inh_25.wav
13,19,inh,100,26,119,inh_19.wav
14,17,harm,0,26,17,harm_17.wav
15,23,harm,0,26,23,harm_23.wav
16,10,harm,0,26,10,harm_10.wav
17,9,inh,100,26,109,inh_9.wav
18,14,inh,100,26,114,inh_14.wav
19,12,harm,0,26,12,harm_12.wav
20,1,inh,100,26,101,inh_1.wav
21,30,harm,0,26,30,harm_30.wav
22,22,harm,0,26,22,harm_22.wav
23,21,harm,0,26,21,harm_21.wav
24,6,inh,100,26,106,inh_6.wav
25,26,inh,100,26,126,inh_26.wav
26,8,harm,0,26,8,harm_8.wav
27,7,inh,100,26,107,inh_7.wav
28,20,harm,0,26,20,harm_20.wav
29,16,inh,100,26,116,inh_16.wav
