,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,15,inh,100,30,115,inh_15.wav
1,12,harm,0,30,12,harm_12.wav
2,18,harm,0,30,18,harm_18.wav
3,17,harm,0,30,17,harm_17.wav
4,2,inh,100,30,102,inh_2.wav
5,16,inh,100,30,116,inh_16.wav
6,25,inh,100,30,125,inh_25.wav
7,3,inh,100,30,103,inh_3.wav
8,28,inh,100,30,128,inh_28.wav
9,21,inh,100,30,121,inh_21.wav
10,9,inh,100,30,109,inh_9.wav
11,4,harm,0,30,4,harm_4.wav
12,7,harm,0,30,7,harm_7.wav
13,8,harm,0,30,8,harm_8.wav
14,11,harm,0,30,11,harm_11.wav
15,26,harm,0,30,26,harm_26.wav
16,30,inh,100,30,130,inh_30.wav
17,19,harm,0,30,19,harm_19.wav
18,13,harm,0,30,13,harm_13.wav
19,1,harm,0,30,1,harm_1.wav
20,14,inh,100,30,114,inh_14.wav
21,6,inh,100,30,106,inh_6.wav
22,20,inh,100,30,120,inh_20.wav
23,22,inh,100,30,122,inh_22.wav
24,29,harm,0,30,29,harm_29.wav
25,10,harm,0,30,10,harm_10.wav
26,5,inh,100,30,105,inh_5.wav
27,23,inh,100,30,123,inh_23.wav
28,27,harm,0,30,27,harm_27.wav
29,24,harm,0,30,24,harm_24.wav
