,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,6,harm,0,78,6,harm_6.wav
1,18,inh,100,78,118,inh_18.wav
2,25,harm,0,78,25,harm_25.wav
3,20,harm,0,78,20,harm_20.wav
4,24,inh,100,78,124,inh_24.wav
5,22,harm,0,78,22,harm_22.wav
6,27,inh,100,78,127,inh_27.wav
7,9,inh,100,78,109,inh_9.wav
8,12,harm,0,78,12,harm_12.wav
9,19,harm,0,78,19,harm_19.wav
10,3,inh,100,78,103,inh_3.wav
11,8,inh,100,78,108,inh_8.wav
12,7,harm,0,78,7,harm_7.wav
13,10,harm,0,78,10,harm_10.wav
14,1,inh,100,78,101,inh_1.wav
15,23,inh,100,78,123,inh_23.wav
16,4,harm,0,78,4,harm_4.wav
17,15,harm,0,78,15,harm_15.wav
18,16,harm,0,78,16,harm_16.wav
19,11,harm,0,78,11,harm_11.wav
20,5,inh,100,78,105,inh_5.wav
21,21,inh,100,78,121,inh_21.wav
22,17,inh,100,78,117,inh_17.wav
23,26,inh,100,78,126,inh_26.wav
24,30,inh,100,78,130,inh_30.wav
25,29,harm,0,78,29,harm_29.wav
26,14,harm,0,78,14,harm_14.wav
27,2,inh,100,78,102,inh_2.wav
28,28,inh,100,78,128,inh_28.wav
29,13,harm,0,78,13,harm_13.wav
