,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,14,inh,100,34,114,inh_14.wav
1,6,inh,100,34,106,inh_6.wav
2,11,inh,100,34,111,inh_11.wav
3,12,harm,0,34,12,harm_12.wav
4,7,harm,0,34,7,harm_7.wav
5,24,harm,0,34,24,harm_24.wav
6,17,harm,0,34,17,harm_17.wav
7,28,harm,0,34,28,harm_28.wav
8,16,harm,0,34,16,harm_16.wav
9,15,harm,0,34,15,harm_15.wav
10,10,harm,0,34,10,harm_10.wav
11,9,inh,100,34,109,inh_9.wav
12,3,harm,0,34,3,harm_3.wav
13,5,inh,100,34,105,inh_5.wav
14,13,harm,0,34,13,harm_13.wav
15,19,inh,100,34,119,inh_19.wav
16,8,inh,100,34,108,inh_8.wav
17,20,harm,0,34,20,harm_20.wav
18,25,harm,0,34,25,harm_25.wav
19,4,inh,100,34,104,inh_4.wav
20,2,inh,100,34,102,inh_2.wav
21,1,harm,0,34,1,harm_1.wav
22,27,inh,100,34,127,inh_27.wav
23,26,inh,100,34,126,inh_26.wav
24,21,inh,100,34,121,inh_21.wav
25,30,inh,100,34,130,inh_30.wav
26,22,inh,100,34,122,inh_22.wav
27,29,harm,0,34,29,harm_29.wav
28,23,harm,0,34,23,harm_23.wav
29,18,inh,100,34,118,inh_18.wav
