,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,16,harm,0,47,16,harm_16.wav
1,25,inh,100,47,125,inh_25.wav
2,11,inh,100,47,111,inh_11.wav
3,13,inh,100,47,113,inh_13.wav
4,23,harm,0,47,23,harm_23.wav
5,20,harm,0,47,20,harm_20.wav
6,27,harm,0,47,27,harm_27.wav
7,2,inh,100,47,102,inh_2.wav
8,24,inh,100,47,124,inh_24.wav
9,6,inh,100,47,106,inh_6.wav
10,22,inh,100,47,122,inh_22.wav
11,14,harm,0,47,14,harm_14.wav
12,12,inh,100,47,112,inh_12.wav
13,18,inh,100,47,118,inh_18.wav
14,15,inh,100,47,115,inh_15.wav
15,19,harm,0,47,19,harm_19.wav
16,8,inh,100,47,108,inh_8.wav
17,28,harm,0,47,28,harm_28.wav
18,1,inh,100,47,101,inh_1.wav
19,9,harm,0,47,9,harm_9.wav
20,17,inh,100,47,117,inh_17.wav
21,10,inh,100,47,110,inh_10.wav
22,26,harm,0,47,26,harm_26.wav
23,5,harm,0,47,5,harm_5.wav
24,4,harm,0,47,4,harm_4.wav
25,29,harm,0,47,29,harm_29.wav
26,30,harm,0,47,30,harm_30.wav
27,3,inh,100,47,103,inh_3.wav
28,21,harm,0,47,21,harm_21.wav
29,7,harm,0,47,7,harm_7.wav
