,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,14,inh,100,14,114,inh_14.wav
1,27,inh,100,14,127,inh_27.wav
2,9,inh,100,14,109,inh_9.wav
3,26,harm,0,14,26,harm_26.wav
4,28,harm,0,14,28,harm_28.wav
5,5,harm,0,14,5,harm_5.wav
6,11,harm,0,14,11,harm_11.wav
7,18,inh,100,14,118,inh_18.wav
8,23,harm,0,14,23,harm_23.wav
9,20,harm,0,14,20,harm_20.wav
10,17,harm,0,14,17,harm_17.wav
11,15,harm,0,14,15,harm_15.wav
12,25,harm,0,14,25,harm_25.wav
13,16,harm,0,14,16,harm_16.wav
14,21,harm,0,14,21,harm_21.wav
15,7,harm,0,14,7,harm_7.wav
16,22,inh,100,14,122,inh_22.wav
17,1,inh,100,14,101,inh_1.wav
18,10,inh,100,14,110,inh_10.wav
19,8,inh,100,14,108,inh_8.wav
20,2,harm,0,14,2,harm_2.wav
21,24,harm,0,14,24,harm_24.wav
22,30,harm,0,14,30,harm_30.wav
23,4,inh,100,14,104,inh_4.wav
24,13,inh,100,14,113,inh_13.wav
25,19,inh,100,14,119,inh_19.wav
26,6,inh,100,14,106,inh_6.wav
27,12,inh,100,14,112,inh_12.wav
28,29,inh,100,14,129,inh_29.wav
29,3,inh,100,14,103,inh_3.wav
