,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,7,inh,100,31,107,inh_7.wav
1,17,inh,100,31,117,inh_17.wav
2,4,inh,100,31,104,inh_4.wav
3,30,inh,100,31,130,inh_30.wav
4,6,harm,0,31,6,harm_6.wav
5,28,harm,0,31,28,harm_28.wav
6,23,harm,0,31,23,harm_23.wav
7,16,harm,0,31,16,harm_16.wav
8,11,harm,0,31,11,harm_11.wav
9,13,inh,100,31,113,inh_13.wav
10,26,harm,0,31,26,harm_26.wav
11,29,inh,100,31,129,inh_29.wav
12,8,inh,100,31,108,inh_8.wav
13,27,harm,0,31,27,harm_27.wav
14,12,harm,0,31,12,harm_12.wav
15,5,harm,0,31,5,harm_5.wav
16,9,inh,100,31,109,inh_9.wav
17,10,harm,0,31,10,harm_10.wav
18,14,harm,0,31,14,harm_14.wav
19,19,harm,0,31,19,harm_19.wav
20,18,inh,100,31,118,inh_18.wav
21,1,harm,0,31,1,harm_1.wav
22,24,inh,100,31,124,inh_24.wav
23,20,inh,100,31,120,inh_20.wav
24,21,inh,100,31,121,inh_21.wav
25,22,harm,0,31,22,harm_22.wav
26,3,inh,100,31,103,inh_3.wav
27,2,harm,0,31,2,harm_2.wav
28,25,inh,100,31,125,inh_25.wav
29,15,inh,100,31,115,inh_15.wav
