,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,28,harm,0,36,28,harm_28.wav
1,11,inh,100,36,111,inh_11.wav
2,22,harm,0,36,22,harm_22.wav
3,9,harm,0,36,9,harm_9.wav
4,15,harm,0,36,15,harm_15.wav
5,18,harm,0,36,18,harm_18.wav
6,27,inh,100,36,127,inh_27.wav
7,21,harm,0,36,21,harm_21.wav
8,12,inh,100,36,112,inh_12.wav
9,1,harm,0,36,1,harm_1.wav
10,16,inh,100,36,116,inh_16.wav
11,23,harm,0,36,23,harm_23.wav
12,20,inh,100,36,120,inh_20.wav
13,5,harm,0,36,5,harm_5.wav
14,14,inh,100,36,114,inh_14.wav
15,7,inh,100,36,107,inh_7.wav
16,29,inh,100,36,129,inh_29.wav
17,2,inh,100,36,102,inh_2.wav
18,17,inh,100,36,117,inh_17.wav
19,6,harm,0,36,6,harm_6.wav
20,10,harm,0,36,10,harm_10.wav
21,25,inh,100,36,125,inh_25.wav
22,30,inh,100,36,130,inh_30.wav
23,13,inh,100,36,113,inh_13.wav
24,3,harm,0,36,3,harm_3.wav
25,26,harm,0,36,26,harm_26.wav
26,24,harm,0,36,24,harm_24.wav
27,4,inh,100,36,104,inh_4.wav
28,8,harm,0,36,8,harm_8.wav
29,19,inh,100,36,119,inh_19.wav
