,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,15,harm,0,27,15,harm_15.wav
1,27,harm,0,27,27,harm_27.wav
2,3,harm,0,27,3,harm_3.wav
3,9,inh,100,27,109,inh_9.wav
4,1,harm,0,27,1,harm_1.wav
5,28,harm,0,27,28,harm_28.wav
6,6,harm,0,27,6,harm_6.wav
7,29,inh,100,27,129,inh_29.wav
8,8,harm,0,27,8,harm_8.wav
9,26,inh,100,27,126,inh_26.wav
10,17,harm,0,27,17,harm_17.wav
11,24,harm,0,27,24,harm_24.wav
12,22,harm,0,27,22,harm_22.wav
13,14,inh,100,27,114,inh_14.wav
14,23,inh,100,27,123,inh_23.wav
15,12,inh,100,27,112,inh_12.wav
16,16,harm,0,27,16,harm_16.wav
17,10,inh,100,27,110,inh_10.wav
18,30,inh,100,27,130,inh_30.wav
19,20,inh,100,27,120,inh_20.wav
20,21,inh,100,27,121,inh_21.wav
21,7,inh,100,27,107,inh_7.wav
22,13,harm,0,27,13,harm_13.wav
23,19,inh,100,27,119,inh_19.wav
24,2,harm,0,27,2,harm_2.wav
25,4,inh,100,27,104,inh_4.wav
26,18,harm,0,27,18,harm_18.wav
27,11,inh,100,27,111,inh_11.wav
28,25,inh,100,27,125,inh_25.wav
29,5,harm,0,27,5,harm_5.wav
