,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,15,inh,100,21,115,inh_15.wav
1,4,inh,100,21,104,inh_4.wav
2,28,harm,0,21,28,harm_28.wav
3,2,inh,100,21,102,inh_2.wav
4,10,harm,0,21,10,harm_10.wav
5,19,harm,0,21,19,harm_19.wav
6,7,harm,0,21,7,harm_7.wav
7,20,harm,0,21,20,harm_20.wav
8,11,harm,0,21,11,harm_11.wav
9,22,inh,100,21,122,inh_22.wav
10,14,inh,100,21,114,inh_14.wav
11,13,harm,0,21,13,harm_13.wav
12,17,inh,100,21,117,inh_17.wav
13,18,inh,100,21,118,inh_18.wav
14,30,inh,100,21,130,inh_30.wav
15,21,harm,0,21,21,harm_21.wav
16,27,inh,100,21,127,inh_27.wav
17,16,harm,0,21,16,harm_16.wav
18,5,inh,100,21,105,inh_5.wav
19,25,harm,0,21,25,harm_25.wav
20,8,inh,100,21,108,inh_8.wav
21,23,harm,0,21,23,harm_23.wav
22,6,inh,100,21,106,inh_6.wav
23,1,inh,100,21,101,inh_1.wav
24,24,harm,0,21,24,harm_24.wav
25,9,inh,100,21,109,inh_9.wav
26,12,inh,100,21,112,inh_12.wav
27,3,harm,0,21,3,harm_3.wav
28,26,harm,0,21,26,harm_26.wav
29,29,harm,0,21,29,harm_29.wav
