,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,7,harm,0,40,7,harm_7.wav
1,25,inh,100,40,125,inh_25.wav
2,23,harm,0,40,23,harm_23.wav
3,5,harm,0,40,5,harm_5.wav
4,10,harm,0,40,10,harm_10.wav
5,27,inh,100,40,127,inh_27.wav
6,9,inh,100,40,109,inh_9.wav
7,26,harm,0,40,26,harm_26.wav
8,18,inh,100,40,118,inh_18.wav
9,19,inh,100,40,119,inh_19.wav
10,13,harm,0,40,13,harm_13.wav
11,20,harm,0,40,20,harm_20.wav
12,4,inh,100,40,104,inh_4.wav
13,21,harm,0,40,21,harm_21.wav
14,12,harm,0,40,12,harm_12.wav
15,30,inh,100,40,130,inh_30.wav
16,11,inh,100,40,111,inh_11.wav
17,29,harm,0,40,29,harm_29.wav
18,17,inh,100,40,117,inh_17.wav
19,1,harm,0,40,1,harm_1.wav
20,16,harm,0,40,16,harm_16.wav
21,2,inh,100,40,102,inh_2.wav
22,6,inh,100,40,106,inh_6.wav
23,14,harm,0,40,14,harm_14.wav
24,3,inh,100,40,103,inh_3.wav
25,28,harm,0,40,28,harm_28.wav
26,22,harm,0,40,22,harm_22.wav
27,24,inh,100,40,124,inh_24.wav
28,8,inh,100,40,108,inh_8.wav
29,15,inh,100,40,115,inh_15.wav
