,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,9,harm,0,74,9,harm_9.wav
1,25,harm,0,74,25,harm_25.wav
2,28,inh,100,74,128,inh_28.wav
3,11,inh,100,74,111,inh_11.wav
4,21,inh,100,74,121,inh_21.wav
5,5,inh,100,74,105,inh_5.wav
6,29,harm,0,74,29,harm_29.wav
7,1,inh,100,74,101,inh_1.wav
8,18,harm,0,74,18,harm_18.wav
9,15,harm,0,74,15,harm_15.wav
10,19,inh,100,74,119,inh_19.wav
11,26,harm,0,74,26,harm_26.wav
12,22,inh,100,74,122,inh_22.wav
13,30,harm,0,74,30,harm_30.wav
14,2,harm,0,74,2,harm_2.wav
15,24,harm,0,74,24,harm_24.wav
16,27,harm,0,74,27,harm_27.wav
17,10,harm,0,74,10,harm_10.wav
18,23,inh,100,74,123,inh_23.wav
19,7,inh,100,74,107,inh_7.wav
20,8,inh,100,74,108,inh_8.wav
21,16,harm,0,74,16,harm_16.wav
22,14,inh,100,74,114,inh_14.wav
23,12,inh,100,74,112,inh_12.wav
24,17,inh,100,74,117,inh_17.wav
25,4,inh,100,74,104,inh_4.wav
26,13,harm,0,74,13,harm_13.wav
27,3,harm,0,74,3,harm_3.wav
28,6,harm,0,74,6,harm_6.wav
29,20,inh,100,74,120,inh_20.wav
