,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,21,harm,0,23,21,harm_21.wav
1,29,harm,0,23,29,harm_29.wav
2,27,inh,100,23,127,inh_27.wav
3,9,inh,100,23,109,inh_9.wav
4,28,harm,0,23,28,harm_28.wav
5,3,harm,0,23,3,harm_3.wav
6,24,inh,100,23,124,inh_24.wav
7,20,inh,100,23,120,inh_20.wav
8,1,harm,0,23,1,harm_1.wav
9,8,harm,0,23,8,harm_8.wav
10,18,inh,100,23,118,inh_18.wav
11,4,harm,0,23,4,harm_4.wav
12,14,inh,100,23,114,inh_14.wav
13,22,harm,0,23,22,harm_22.wav
14,10,inh,100,23,110,inh_10.wav
15,13,inh,100,23,113,inh_13.wav
16,15,inh,100,23,115,inh_15.wav
17,5,harm,0,23,5,harm_5.wav
18,16,harm,0,23,16,harm_16.wav
19,7,harm,0,23,7,harm_7.wav
20,19,inh,100,23,119,inh_19.wav
21,26,harm,0,23,26,harm_26.wav
22,17,inh,100,23,117,inh_17.wav
23,6,inh,100,23,106,inh_6.wav
24,2,harm,0,23,2,harm_2.wav
25,11,inh,100,23,111,inh_11.wav
26,23,harm,0,23,23,harm_23.wav
27,12,inh,100,23,112,inh_12.wav
28,25,inh,100,23,125,inh_25.wav
29,30,harm,0,23,30,harm_30.wav
